 0,1609059657.471888,-0.080551,0.034706,0.509317,-0.013265,0.999791,0.002424,0.015396,-0.080551,0.034706,0.509317,-0.013265,0.999791,0.002424,0.015396,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1916
 1,1609059657.671942,-0.092065,0.055578,0.882931,-0.016651,0.999748,0.001255,0.015012,-0.092065,0.055578,0.882931,-0.016651,0.999748,0.001255,0.015012,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1972
 2,1609059657.871999,-0.070468,0.084382,1.298903,-0.012458,0.999833,0.000674,0.013388,-0.060038,0.072080,1.288099,-0.012458,0.999833,0.000676,0.013388,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1937
 3,1609059658.072103,-0.054172,0.015574,1.744914,-0.013051,0.999802,-0.000378,0.014985,-0.042042,0.001900,1.734065,-0.013051,0.999802,-0.000376,0.014985,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1838
 4,1609059658.272154,-0.141717,0.015385,2.117452,-0.008734,0.999738,-0.000641,0.021162,-0.129049,0.000784,2.108325,-0.008734,0.999738,-0.000639,0.021162,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1840
 5,1609059658.672255,-0.185245,0.160970,2.630501,-0.003206,0.999518,-0.000455,0.030882,-0.176926,0.155149,2.620582,-0.003206,0.999518,-0.000452,0.030882,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2079
 6,1609059658.872303,-0.005616,0.170315,2.835027,-0.008090,0.999475,-0.000543,0.031356,0.013421,0.142901,2.810903,-0.008090,0.999475,-0.000540,0.031356,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2141
 7,1609059659.272481,0.049773,0.001339,3.501243,-0.016724,0.999301,0.001684,0.033405,0.072097,-0.020569,3.490125,-0.016724,0.999301,0.001686,0.033405,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2029
 8,1609059660.072724,0.120329,-0.046143,2.453385,-0.007595,0.999954,-0.000326,0.005894,0.136765,-0.067226,2.456307,-0.007595,0.999954,-0.000326,0.005894,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2061
 9,1609059661.072978,0.170529,-0.206785,2.423017,-0.006281,0.999925,0.001067,0.010496,0.185880,-0.228690,2.430763,-0.006281,0.999925,0.001066,0.010496,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2039
 10,1609059662.473411,0.377341,-0.413246,2.475348,-0.006436,0.999742,0.003314,0.021517,0.405158,-0.429302,2.492178,-0.006436,0.999742,0.003307,0.021517,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2049
 11,1609059662.873570,0.407823,-0.437345,2.688602,-0.011893,0.999536,0.002456,0.027934,0.426327,-0.475665,2.712234,-0.011893,0.999536,0.002458,0.027934,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2021
 12,1609059663.873906,0.376942,-0.606232,3.216773,-0.006563,0.999931,0.002537,0.009450,0.384410,-0.628872,3.246225,-0.006563,0.999931,0.002534,0.009450,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2170
 13,1609059666.474628,0.629245,-0.960989,3.325521,-0.001265,0.999966,0.004432,0.006863,0.632141,-0.982993,3.359811,-0.001265,0.999966,0.004429,0.006863,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2163
 14,1609059667.474982,0.862248,-0.935329,3.263482,-0.013210,0.999906,0.003123,-0.001989,0.867133,-0.951657,3.310988,-0.013210,0.999906,0.003125,-0.001989,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2099
 15,1609059668.075354,1.065872,-0.927499,3.241315,-0.016399,0.999825,0.002658,0.008655,1.063988,-0.945408,3.289218,-0.016398,0.999825,0.002652,0.008655,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2077
 16,1609059669.275573,1.544095,-1.058019,3.294697,-0.038111,0.999260,0.002671,0.004464,1.519829,-1.085544,3.349487,-0.038111,0.999260,0.002663,0.004465,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1955
 17,1609059669.875789,1.876665,-1.329874,3.378345,-0.025957,0.999628,0.002162,0.008030,1.851961,-1.345237,3.424805,-0.025957,0.999628,0.002158,0.008030,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2011
 18,1609059670.275873,2.025008,-1.591637,3.445086,-0.022156,0.999506,0.002865,0.022119,1.987518,-1.613225,3.493425,-0.022156,0.999506,0.002854,0.022120,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2008
 19,1609059670.876477,2.215586,-2.026815,3.522070,-0.017791,0.999629,0.003412,0.020358,2.183987,-2.035192,3.565670,-0.017791,0.999629,0.003402,0.020358,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2092
