 0,1609046851.032077,0.008525,0.010135,-0.009101,-0.004681,0.999628,-0.000090,0.026858,0.008525,0.010135,-0.009101,-0.004681,0.999628,-0.000090,0.026858,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,708
 1,1609046851.432135,0.009810,0.010634,-0.009838,-0.004723,0.999627,-0.000110,0.026914,0.009810,0.010634,-0.009838,-0.004723,0.999627,-0.000110,0.026914,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,714
 2,1609046851.832251,0.011210,0.011181,-0.010414,-0.004743,0.999626,-0.000127,0.026945,0.011210,0.011181,-0.010414,-0.004743,0.999626,-0.000127,0.026945,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721
 3,1609046853.432735,0.013059,0.013214,-0.011367,-0.004896,0.999631,-0.000078,0.026723,0.013059,0.013214,-0.011367,-0.004896,0.999631,-0.000078,0.026723,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,697
 4,1609046853.832944,0.014191,0.013852,-0.011413,-0.004962,0.999629,-0.000038,0.026766,0.014191,0.013852,-0.011413,-0.004962,0.999629,-0.000038,0.026766,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,709
 5,1609046854.233008,0.014477,0.013904,-0.011463,-0.005063,0.999629,0.000010,0.026763,0.014477,0.013904,-0.011463,-0.005063,0.999629,0.000010,0.026763,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,723
 6,1609046856.833782,0.014740,0.014245,-0.011958,-0.005205,0.999635,0.000056,0.026513,0.014740,0.014245,-0.011958,-0.005205,0.999635,0.000056,0.026513,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,698
 7,1609046858.234189,0.015253,0.014670,-0.011924,-0.005302,0.999637,0.000062,0.026412,0.015253,0.014670,-0.011924,-0.005302,0.999637,0.000062,0.026412,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,710
 8,1609046858.634329,0.015543,0.014891,-0.012081,-0.005306,0.999635,0.000024,0.026481,0.015543,0.014891,-0.012081,-0.005306,0.999635,0.000024,0.026481,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,703
 9,1609046862.035290,0.016151,0.015499,-0.012788,-0.005912,0.999646,0.000101,0.025927,0.016151,0.015499,-0.012788,-0.005912,0.999646,0.000101,0.025927,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,731
 10,1609046862.435407,0.016751,0.016417,-0.013915,-0.005996,0.999647,0.000027,0.025874,0.016751,0.016417,-0.013915,-0.005996,0.999647,0.000027,0.025874,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,746
 11,1609046862.835521,0.016325,0.016445,-0.013906,-0.006111,0.999649,-0.000006,0.025789,0.016325,0.016445,-0.013906,-0.006111,0.999649,-0.000006,0.025789,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,710
 12,1609046868.237257,0.017238,0.017644,-0.014780,-0.008753,0.999676,-0.000006,0.023881,0.017238,0.017644,-0.014780,-0.008753,0.999676,-0.000006,0.023881,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,715
 13,1609046869.837626,0.017979,0.018148,-0.015542,-0.008846,0.999675,-0.000089,0.023900,0.017979,0.018148,-0.015542,-0.008846,0.999675,-0.000089,0.023900,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,706
 14,1609046870.237764,0.020357,0.017632,-0.015829,-0.009011,0.999672,-0.000022,0.023983,0.020357,0.017632,-0.015829,-0.009011,0.999672,-0.000022,0.023983,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,720
 15,1609046870.637866,0.020706,0.017403,-0.015777,-0.009120,0.999671,0.000019,0.023979,0.020706,0.017403,-0.015777,-0.009120,0.999671,0.000019,0.023979,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,717
 16,1609046871.037942,0.020947,0.018082,-0.016209,-0.009291,0.999670,0.000013,0.023938,0.020947,0.018082,-0.016209,-0.009291,0.999670,0.000013,0.023938,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,705
 17,1609046871.438059,0.020804,0.017848,-0.016302,-0.009399,0.999671,0.000062,0.023882,0.020804,0.017848,-0.016302,-0.009399,0.999671,0.000062,0.023882,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,692
 18,1609046872.038257,0.020874,0.018279,-0.016422,-0.009443,0.999673,0.000045,0.023763,0.020874,0.018279,-0.016422,-0.009443,0.999673,0.000045,0.023763,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,713
 19,1609046872.439040,0.021173,0.018422,-0.016712,-0.009559,0.999672,0.000123,0.023760,0.021173,0.018422,-0.016712,-0.009559,0.999672,0.000123,0.023760,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,689
 20,1609046872.838819,0.021151,0.018374,-0.016901,-0.009551,0.999672,0.000171,0.023775,0.021151,0.018374,-0.016901,-0.009551,0.999672,0.000171,0.023775,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,704
 21,1609046875.039128,0.021468,0.018375,-0.016935,-0.009482,0.999673,0.000106,0.023755,0.021468,0.018375,-0.016935,-0.009482,0.999673,0.000106,0.023755,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,697
 22,1609046875.439359,0.021118,0.018189,-0.016921,-0.009518,0.999673,0.000394,0.023740,0.021118,0.018189,-0.016921,-0.009518,0.999673,0.000394,0.023740,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,705
