%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609046844830233097,5,1609046844830233097,0.00721712332988,0.00610320641234,-0.0111667416275,0.999611896836,-0.000156070655537,0.0275028830185,-0.00442975971342,-0.00565096128182,0.00120237708394,-0.00305608328373,0.0,0.0,0.0
1609046845030308962,6,1609046845030308962,0.00733172766225,0.00615012645917,-0.0110456590171,0.999611816433,-0.000140509631468,0.027501399947,-0.0044575448063,-0.00614539938659,0.000705254780157,-0.00288189269635,0.0,0.0,0.0
1609046845230395079,7,1609046845230395079,0.00461464841268,0.00359796353124,-0.00523052666221,0.999617618415,2.1967785232e-05,0.0272758982912,-0.0045433297031,-0.00522335208198,-0.000933026592154,-0.00340152304645,0.0,0.0,0.0
1609046845430569887,8,1609046845430569887,0.00525426894275,0.00488175184833,-0.00830502109138,0.999613426845,-0.000147357115056,0.0274406149846,-0.00447077241403,-0.00611010618774,-0.000993877437977,-0.00503106972466,0.0,0.0,0.0
1609046845630436897,9,1609046845630436897,0.00389664323685,0.00285008411331,-0.0082969999734,0.999615771715,2.58277338079e-05,0.0273392638765,-0.00456868934499,-0.00782941291759,-0.00454922071021,-0.00489539789545,0.0,0.0,0.0
1609046845830600023,10,1609046845830600023,0.00425957168648,0.00435580282398,-0.00750929136148,0.9996190427,-9.26462512203e-05,0.0272338299634,-0.00448100369688,-0.0057531237161,-0.00271686028727,-0.00331283622793,0.0,0.0,0.0
1609046846030569077,11,1609046846030569077,0.00338456590612,0.00280455594985,-0.00946020507821,0.99961739402,3.93934616805e-05,0.0272798556946,-0.00456875185207,-0.00768589163286,-0.00489548489408,-0.00421838381929,0.0,0.0,0.0
1609046846230647087,12,1609046846230647087,0.00348977027886,0.0041902885483,-0.0106851432193,0.999617137974,-5.45837839019e-05,0.0272887893665,-0.0045712649968,-0.00889919996442,-0.00480595814983,-0.00401864423028,0.0,0.0,0.0
1609046846430676937,13,1609046846430676937,0.00337629165768,0.00397183556648,-0.00998630357134,0.99961827961,-1.99737875283e-05,0.0272453985248,-0.00458071285948,-0.00796450054543,-0.00395297477411,-0.00335230351641,0.0,0.0,0.0
1609046846630778074,14,1609046846630778074,0.00323786268829,0.00328077699948,-0.00832330193035,0.999620086996,3.69594667555e-05,0.0271832866396,-0.00455513299069,-0.00764350116868,-0.00381792734937,-0.00194716825918,0.0,0.0,0.0
1609046846830800056,15,1609046846830800056,0.0078284739638,0.00586606814187,-0.0027432721864,0.999628205348,5.70547780175e-05,0.0268970992328,-0.00447145060504,-0.0021007524504,-0.00338804349143,0.0024516229535,0.0,0.0,0.0
